color,fuelTypeId,id,km,make,makeId,province,provinceId,title,transmissionType,transmissionTypeId,year,brand,brand_id,model,model_id,price,seller_type,bodyType,cubicCapacity,doors,hp,acceleration,consumptionAverage,consumptionExtraUrban,consumptionUrban,emissions,fuelTankCapacity,height,length,luggageCapacity,manufacturerPrice,seats,topSpeed,weight,width
COMMON.COLOR_BLUE,1,51117205,79043,PEUGEOT,33,Granada,18,PEUGEOT 508 Allure 2.0 BlueHDi 180 Autom. 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,PEUGEOT,33,508,982.0,17900,profesional,BODY_TYPE_SEDAN,1997.0,4.0,180.0,8.5,4.4,4.0,5.2,114.0,72.0,1456.0,4830.0,473.0,36520,5.0,225.0,1540.0,1828.0
COMMON.COLOR_BLUE,2,51318648,70176,PEUGEOT,33,Sevilla,41,PEUGEOT 208 5P ALLURE 1.2L PureTech 81KW 110CV SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,208,1021.0,11899,profesional,BODY_TYPE_SEDAN,1199.0,5.0,110.0,9.6,4.5,3.8,5.6,99.0,50.0,1460.0,3973.0,285.0,19000,5.0,190.0,1145.0,1739.0
COMMON.COLOR_GRAY,2,51363877,30944,PEUGEOT,33,Sevilla,41,PEUGEOT 308 5p Allure 1.2 PureTech 130 SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,PEUGEOT,33,308,447.0,14990,profesional,BODY_TYPE_SEDAN,1199.0,5.0,130.0,9.6,4.8,4.1,6.0,110.0,53.0,1457.0,4253.0,470.0,23649,5.0,207.0,1090.0,1804.0
COMMON.COLOR_GRAY,1,51178754,15409,PEUGEOT,33,Ciudad Real,13,PEUGEOT 508 5P Business Line BlueHDi 96kW SS EAT8 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,PEUGEOT,33,508,982.0,31950,profesional,BODY_TYPE_SEDAN,1499.0,5.0,130.0,10.0,3.5,3.2,4.0,92.0,55.0,1403.0,4750.0,487.0,35200,5.0,210.0,1420.0,1859.0
COMMON.COLOR_WHITE,1,51309897,81345,PEUGEOT,33,Ciudad Real,13,PEUGEOT 2008 Style BlueHDi 73KW 100CV SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,2008,1077.0,14950,profesional,BODY_TYPE_4X4,1499.0,5.0,100.0,10.6,4.0,3.4,4.4,98.0,45.0,1556.0,4159.0,410.0,20740,5.0,182.0,1160.0,1739.0
COMMON.COLOR_GREEN,1,51308690,81977,PEUGEOT,33,Madrid,28,PEUGEOT 2008 Style 1.6 BlueHDi 73KW 100CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,2008,1077.0,15200,profesional,BODY_TYPE_4X4,1560.0,5.0,100.0,11.3,3.7,3.3,4.4,97.0,45.0,1556.0,4159.0,410.0,20090,5.0,180.0,1160.0,1739.0
COMMON.COLOR_WHITE,1,50777897,75739,PEUGEOT,33,Sevilla,41,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Allure 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,3008,934.0,23899,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,10.8,4.2,3.8,4.7,109.0,53.0,1624.0,4447.0,520.0,30150,5.0,192.0,1417.0,1841.0
COMMON.COLOR_GRAY,1,51363822,44595,PEUGEOT,33,Madrid,28,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Allure 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,3008,934.0,26099,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,10.8,4.2,3.8,4.7,109.0,53.0,1624.0,4447.0,520.0,30150,5.0,192.0,1417.0,1841.0
COMMON.COLOR_WHITE,2,51363777,13826,PEUGEOT,33,Murcia,30,PEUGEOT 2008 Allure PureTech 130 SS EAT6 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,PEUGEOT,33,2008,1077.0,19800,profesional,BODY_TYPE_4X4,1199.0,5.0,130.0,8.6,5.1,4.5,6.1,118.0,50.0,1556.0,4159.0,410.0,23800,5.0,200.0,1235.0,1739.0
COMMON.COLOR_BLUE,2,51363768,25000,PEUGEOT,33,Murcia,30,PEUGEOT 508 5P Active PureTech 130kW 180 SS EAT8 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2020,PEUGEOT,33,508,982.0,26900,profesional,BODY_TYPE_SEDAN,1598.0,5.0,180.0,7.9,5.0,4.3,6.2,112.0,62.0,1403.0,4750.0,487.0,34500,5.0,230.0,1420.0,1859.0
COMMON.COLOR_GARNET,2,51363767,35000,PEUGEOT,33,Barcelona,8,PEUGEOT 208 5P ALLURE 1.2L PureTech 60KW 82CV,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,208,1021.0,10490,profesional,BODY_TYPE_SEDAN,1199.0,5.0,82.0,12.2,4.5,3.9,5.5,109.0,50.0,1460.0,3973.0,285.0,17800,5.0,175.0,1040.0,1739.0
COMMON.COLOR_BLUE,1,51363746,137681,PEUGEOT,33,Madrid,28,PEUGEOT 208 5P GTLine 1.6L BlueHDi 88KW 120CV SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,208,1021.0,11890,profesional,BODY_TYPE_SEDAN,1560.0,5.0,120.0,9.4,3.6,3.2,4.4,94.0,45.0,1460.0,3973.0,285.0,21400,5.0,190.0,1200.0,1739.0
COMMON.COLOR_WHITE,1,51363727,145281,PEUGEOT,33,Madrid,28,PEUGEOT 3008 1.5 BlueHDi 96kW 130CV SS Active 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,PEUGEOT,33,3008,934.0,19690,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,10.8,4.2,3.9,4.7,104.0,53.0,1624.0,4447.0,520.0,29250,5.0,192.0,1492.0,1841.0
COMMON.COLOR_BLUE,2,51363715,92722,PEUGEOT,33,Madrid,28,PEUGEOT 2008 Allure 1.2 PureTech 81KW 110CV SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,2008,1077.0,13990,profesional,BODY_TYPE_4X4,1199.0,5.0,110.0,9.9,4.4,3.9,5.3,103.0,50.0,1556.0,4159.0,410.0,21250,5.0,191.0,1165.0,1739.0
COMMON.COLOR_GRAY,1,51027923,98714,PEUGEOT,33,Barcelona,8,PEUGEOT 3008 1.6BLUEHDI 120 HP ALLURE SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,PEUGEOT,33,3008,934.0,15199,profesional,BODY_TYPE_4X4,1560.0,5.0,120.0,11.2,4.0,3.5,4.7,104.0,53.0,1624.0,4447.0,520.0,28900,5.0,189.0,1300.0,1841.0
COMMON.COLOR_GRAY,2,50899755,46743,PEUGEOT,33,Sevilla,41,PEUGEOT 2008 Allure 1.2 PureTech 96KW 130CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,2008,1077.0,16499,profesional,BODY_TYPE_4X4,1199.0,5.0,130.0,8.6,5.1,4.5,6.1,117.0,50.0,1556.0,4159.0,410.0,22100,5.0,200.0,1235.0,1739.0
COMMON.COLOR_BLACK,1,51363681,85008,PEUGEOT,33,Madrid,28,PEUGEOT 2008 Active BlueHDI 100 SS BVM6 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,PEUGEOT,33,2008,1077.0,14890,profesional,BODY_TYPE_4X4,1499.0,5.0,100.0,11.8,3.8,3.5,4.2,96.0,41.0,1550.0,4300.0,405.0,22850,5.0,185.0,1205.0,1770.0
COMMON.COLOR_GRAY,2,51239552,27798,PEUGEOT,33,Madrid,28,PEUGEOT 2008 GT Line 1.2 PureTech 96KW 130CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,PEUGEOT,33,2008,1077.0,17900,profesional,BODY_TYPE_4X4,1199.0,5.0,130.0,8.6,5.1,4.5,6.1,117.0,50.0,1556.0,4159.0,410.0,22900,5.0,200.0,1235.0,1739.0
COMMON.COLOR_WHITE,1,50929773,181000,PEUGEOT,33,Granada,18,PEUGEOT 3008 Premium 2.0 HDI 150 FAP,COMMON.TRANSMISSION_MANUAL,2,2011,PEUGEOT,33,3008,934.0,9950,profesional,BODY_TYPE_SEDAN,1997.0,5.0,150.0,9.7,5.4,4.6,6.9,142.0,60.0,1625.0,4365.0,432.0,27900,5.0,195.0,1604.0,1837.0
COMMON.COLOR_GREEN,2,51363676,51549,PEUGEOT,33,Madrid,28,PEUGEOT 2008 Style 1.2L PureTech 60KW 82CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,2008,1077.0,13290,profesional,BODY_TYPE_4X4,1199.0,5.0,82.0,13.5,4.9,4.3,6.0,114.0,50.0,1556.0,4159.0,410.0,18190,5.0,168.0,1120.0,1739.0
COMMON.COLOR_GRAY,1,51250942,55000,PEUGEOT,33,Alicante,3,PEUGEOT 5008 GTLine BlueHDi 96kW 130CV SS EAT8 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,PEUGEOT,33,5008,950.0,26930,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,11.8,4.1,3.9,4.4,108.0,56.0,1646.0,4641.0,780.0,36900,7.0,187.0,1380.0,1844.0
COMMON.COLOR_RED,1,51324896,62834,PEUGEOT,33,Almería,4,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Allure 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,3008,934.0,26990,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,10.8,4.2,3.8,4.7,109.0,53.0,1624.0,4447.0,520.0,30150,5.0,192.0,1417.0,1841.0
COMMON.COLOR_GRAY,1,50806264,113836,PEUGEOT,33,Barcelona,8,PEUGEOT 208 5P STYLE 1.6 BlueHDi 73KW 100CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,208,1021.0,11799,profesional,BODY_TYPE_SEDAN,1560.0,5.0,100.0,10.7,3.5,3.0,4.2,90.0,50.0,1460.0,3973.0,285.0,18540,5.0,187.0,1165.0,1739.0
COMMON.COLOR_BLUE,2,51078601,89026,PEUGEOT,33,Barcelona,8,PEUGEOT 308 Nuevo 308 Access 1.6 THP 125 5p.,COMMON.TRANSMISSION_MANUAL,2,2013,PEUGEOT,33,308,447.0,9999,profesional,BODY_TYPE_SEDAN,1598.0,5.0,125.0,9.7,5.6,4.4,7.7,129.0,53.0,1457.0,4253.0,420.0,19050,5.0,196.0,1165.0,1804.0
COMMON.COLOR_GRAY,1,51053091,57027,PEUGEOT,33,Guipúzcoa,20,PEUGEOT 3008 Active BlueHDi 96kW 130CV SS EAT8 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,PEUGEOT,33,3008,934.0,25400,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,10.8,4.1,3.9,4.4,108.0,53.0,1624.0,4447.0,520.0,30000,5.0,192.0,1315.0,1841.0
COMMON.COLOR_BLUE,1,51271747,105803,PEUGEOT,33,A Coruña,15,PEUGEOT 508 SW Active 1.6 eHDI 115cv 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,508,982.0,14900,profesional,BODY_TYPE_FAMILIAR,1560.0,5.0,115.0,11.6,4.2,3.7,5.0,110.0,72.0,1476.0,4813.0,512.0,29420,5.0,197.0,1430.0,1853.0
COMMON.COLOR_BLACK,1,51327981,139000,PEUGEOT,33,Cádiz,11,PEUGEOT 508 SW Active 1.6 BlueHDi 88KW 120CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,508,982.0,12999,profesional,BODY_TYPE_FAMILIAR,1560.0,5.0,120.0,11.3,4.2,3.8,4.8,100.0,72.0,1476.0,4829.0,512.0,30950,5.0,199.0,1430.0,1828.0
COMMON.COLOR_BLUE,1,51363398,58000,PEUGEOT,33,Toledo,45,PEUGEOT 308 5p Allure 2.0 BlueHDi 150 EAT6,COMMON.TRANSMISSION_AUTOMATIC,1,2016,PEUGEOT,33,308,447.0,19500,profesional,BODY_TYPE_SEDAN,1997.0,5.0,150.0,8.6,4.1,3.7,4.8,107.0,53.0,1457.0,4253.0,470.0,27800,5.0,214.0,1310.0,1804.0
COMMON.COLOR_GRAY,2,51363382,25000,PEUGEOT,33,Barcelona,8,PEUGEOT 308 Nuevo 308 5p Allure 1.2 PureTech 130 SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,PEUGEOT,33,308,447.0,12900,profesional,BODY_TYPE_SEDAN,1199.0,5.0,130.0,9.6,4.8,4.1,6.0,110.0,53.0,1457.0,4253.0,470.0,23150,5.0,207.0,1090.0,1804.0
COMMON.COLOR_BLUE,2,50443597,69026,PEUGEOT,33,Barcelona,8,PEUGEOT 308 5p Style 1.2 PureTech 96KW 130CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,PEUGEOT,33,308,447.0,15990,profesional,BODY_TYPE_SEDAN,1199.0,5.0,130.0,9.1,5.0,4.2,6.3,105.0,53.0,1457.0,4253.0,470.0,24150,5.0,200.0,1089.0,1804.0
COMMON.COLOR_BLUE,1,51363373,58000,PEUGEOT,33,Madrid,28,PEUGEOT 308 5p Allure 2.0 BlueHDi 150 EAT6,COMMON.TRANSMISSION_AUTOMATIC,1,2016,PEUGEOT,33,308,447.0,19500,profesional,BODY_TYPE_SEDAN,1997.0,5.0,150.0,8.6,4.1,3.7,4.8,107.0,53.0,1457.0,4253.0,470.0,27800,5.0,214.0,1310.0,1804.0
COMMON.COLOR_BLUE,1,51363360,58000,PEUGEOT,33,Alicante,3,PEUGEOT 308 5p Allure 2.0 BlueHDi 150 EAT6,COMMON.TRANSMISSION_AUTOMATIC,1,2016,PEUGEOT,33,308,447.0,19500,profesional,BODY_TYPE_SEDAN,1997.0,5.0,150.0,8.6,4.1,3.7,4.8,107.0,53.0,1457.0,4253.0,470.0,27800,5.0,214.0,1310.0,1804.0
COMMON.COLOR_WHITE,2,50450972,25000,PEUGEOT,33,Pontevedra,36,PEUGEOT 308 GTi by Peugeot Sport 193kW 263CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,PEUGEOT,33,308,447.0,26900,profesional,BODY_TYPE_SEDAN,1598.0,5.0,263.0,6.0,6.5,5.3,8.5,148.0,53.0,1446.0,4253.0,420.0,37950,5.0,250.0,1205.0,1804.0
COMMON.COLOR_BLUE,1,51363337,58000,PEUGEOT,33,Toledo,45,PEUGEOT 308 5p Allure 2.0 BlueHDi 150 EAT6,COMMON.TRANSMISSION_AUTOMATIC,1,2016,PEUGEOT,33,308,447.0,19500,profesional,BODY_TYPE_SEDAN,1997.0,5.0,150.0,8.6,4.1,3.7,4.8,107.0,53.0,1457.0,4253.0,470.0,27800,5.0,214.0,1310.0,1804.0
COMMON.COLOR_GRAY,1,51040315,62000,PEUGEOT,33,Pontevedra,36,PEUGEOT 3008 Allure 2.0 BlueHDI 150 FAP 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,PEUGEOT,33,3008,934.0,17500,profesional,BODY_TYPE_SEDAN,1997.0,5.0,150.0,9.7,4.4,3.8,5.2,109.0,60.0,1635.0,4365.0,432.0,31850,5.0,195.0,1530.0,1837.0
COMMON.COLOR_GREEN,1,51250678,125931,PEUGEOT,33,Madrid,28,PEUGEOT 3008 2.0BLUEHDI 150 HP ALLURE SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,PEUGEOT,33,3008,934.0,16490,profesional,BODY_TYPE_4X4,1997.0,5.0,150.0,9.6,4.4,4.0,5.1,114.0,53.0,1624.0,4447.0,520.0,30700,5.0,207.0,1425.0,1841.0
COMMON.COLOR_WHITE,1,50639624,51731,PEUGEOT,33,Guipúzcoa,20,PEUGEOT 3008 1.6BLUEHDI 120 HP ALLURE SS 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,3008,934.0,24400,profesional,BODY_TYPE_4X4,1560.0,5.0,120.0,11.2,4.0,3.5,4.7,104.0,53.0,1624.0,4447.0,520.0,28900,5.0,189.0,1300.0,1841.0
COMMON.COLOR_WHITE,1,50868748,123000,PEUGEOT,33,Tarragona,43,PEUGEOT Partner TEPEE Access 1.6 BlueHDi 75,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,Partner,681.0,13950,profesional,BODY_TYPE_MINIVAN,1560.0,4.0,75.0,15.1,4.3,3.9,5.1,113.0,53.0,1801.0,4380.0,675.0,20070,5.0,156.0,1374.0,1810.0
COMMON.COLOR_GRAY,2,51311241,34159,PEUGEOT,33,Baleares,7,PEUGEOT 3008 1.2 PURETECH 96KW 130CV ALLURE EAT8 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,PEUGEOT,33,3008,934.0,26900,profesional,BODY_TYPE_4X4,1199.0,5.0,130.0,97.0,5.2,4.8,6.1,116.0,53.0,1624.0,4447.0,520.0,32500,5.0,197.0,1395.0,1841.0
COMMON.COLOR_WHITE,1,50680100,150000,PEUGEOT,33,Sevilla,41,PEUGEOT 208 5P ACTIVE 1.4 HDi 68,COMMON.TRANSMISSION_MANUAL,2,2014,PEUGEOT,33,208,1021.0,6500,profesional,BODY_TYPE_SEDAN,1397.0,5.0,68.0,13.5,3.8,3.4,4.4,98.0,50.0,1460.0,3962.0,285.0,16360,5.0,163.0,1050.0,1739.0
COMMON.COLOR_GRAY,1,51363263,71068,PEUGEOT,33,Málaga,29,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Allure 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,PEUGEOT,33,3008,934.0,23500,profesional,BODY_TYPE_4X4,1499.0,5.0,130.0,10.8,4.2,3.8,4.7,109.0,53.0,1624.0,4447.0,520.0,30800,5.0,192.0,1417.0,1841.0
COMMON.COLOR_GRAY,1,51363236,112000,PEUGEOT,33,Sevilla,41,PEUGEOT 508 SW Active 2.0 HDI 150cv 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,PEUGEOT,33,508,982.0,14900,profesional,BODY_TYPE_FAMILIAR,1997.0,5.0,150.0,9.1,4.2,3.8,5.0,110.0,72.0,1476.0,4829.0,512.0,32400,5.0,210.0,1520.0,1828.0
COMMON.COLOR_BLUE,1,51257749,101314,PEUGEOT,33,Valencia,46,PEUGEOT 308 5p Access 1.6 BlueHDi 100 FAP 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,PEUGEOT,33,308,447.0,11490,profesional,BODY_TYPE_SEDAN,1560.0,5.0,100.0,11.3,3.6,3.2,4.3,94.0,53.0,1457.0,4253.0,470.0,20050,5.0,183.0,1090.0,1804.0
COMMON.COLOR_BLACK,2,50647955,99000,PEUGEOT,33,Málaga,29,PEUGEOT 3008 Style 1.6 VTi 120,COMMON.TRANSMISSION_MANUAL,2,2013,PEUGEOT,33,3008,934.0,9150,profesional,BODY_TYPE_SEDAN,1598.0,5.0,120.0,13.3,6.7,5.3,9.2,155.0,60.0,1635.0,4365.0,512.0,24280,5.0,185.0,1399.0,1837.0
COMMON.COLOR_BLACK,1,50232782,31148,PEUGEOT,33,Guipúzcoa,20,PEUGEOT 308 5p Active 1.6 BlueHDi 73KW 100CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,PEUGEOT,33,308,447.0,16400,profesional,BODY_TYPE_SEDAN,1560.0,5.0,100.0,11.3,3.6,3.2,4.3,94.0,53.0,1457.0,4253.0,470.0,22300,5.0,183.0,1090.0,1804.0
COMMON.COLOR_WHITE,2,51325091,27000,PEUGEOT,33,Madrid,28,PEUGEOT 3008 PureTech 132kW 180CV EAT8 GT Line 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,PEUGEOT,33,3008,934.0,28490,profesional,BODY_TYPE_4X4,1598.0,5.0,180.0,8.0,5.8,4.9,7.2,131.0,53.0,1624.0,4447.0,520.0,36000,5.0,219.0,1505.0,1841.0
COMMON.COLOR_WHITE,1,51228298,54041,VOLVO,48,Vizcaya,48,VOLVO V90 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,V90,182.0,33400,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,190.0,8.5,4.9,4.5,5.7,129.0,55.0,1443.0,4963.0,560.0,52899,5.0,225.0,1868.0,1879.0
COMMON.COLOR_BLACK,1,50970030,28802,VOLVO,48,Ciudad Real,13,VOLVO XC40 2.0 D3 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,XC40,1233.0,32900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,9.9,4.9,4.5,5.5,128.0,54.0,1652.0,4425.0,432.0,32650,5.0,200.0,1643.0,1863.0
COMMON.COLOR_BLACK,1,51179826,118000,VOLVO,48,Madrid,28,VOLVO XC90 2.0 D4 Inscription Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,XC90,486.0,44999,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,9.2,5.2,4.9,5.8,136.0,71.0,1776.0,4950.0,314.0,67735,7.0,205.0,2029.0,2008.0
COMMON.COLOR_RED,1,51156550,130000,VOLVO,48,Madrid,28,VOLVO S60 2.0 D3 Momentum Auto 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,S60,436.0,19499,profesional,BODY_TYPE_SEDAN,1969.0,4.0,150.0,9.0,4.2,3.9,4.8,110.0,68.0,1484.0,4635.0,380.0,37269,5.0,215.0,1679.0,1865.0
COMMON.COLOR_BLACK,1,50685174,109000,VOLVO,48,Valladolid,47,VOLVO XC60 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC60,900.0,33990,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.4,4.9,4.5,5.6,129.0,55.0,1658.0,4688.0,505.0,48215,5.0,205.0,1791.0,1902.0
COMMON.COLOR_WHITE,1,51329251,100144,VOLVO,48,Barcelona,8,VOLVO V40 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,VOLVO,48,V40,285.0,18799,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.6,4.3,101.0,62.0,1439.0,4369.0,335.0,28950,5.0,210.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51367252,163000,VOLVO,48,Asturias,33,VOLVO V40 1.6 D2 Kinetic,COMMON.TRANSMISSION_MANUAL,2,2013,VOLVO,48,V40,285.0,10900,profesional,BODY_TYPE_SEDAN,1560.0,5.0,115.0,12.3,3.6,3.4,4.0,94.0,52.0,1445.0,4369.0,335.0,25016,5.0,190.0,1476.0,1802.0
COMMON.COLOR_WHITE,1,50596266,44000,VOLVO,48,Cádiz,11,VOLVO XC60 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,XC60,900.0,36900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.2,5.0,4.4,5.9,131.0,55.0,1658.0,4688.0,505.0,42700,5.0,190.0,1764.0,1902.0
COMMON.COLOR_BROWN,1,51367204,170000,VOLVO,48,Ciudad Real,13,VOLVO V60 Cross Country 2.0 D3 Plus Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,V60 Cross Country,1156.0,17990,profesional,BODY_TYPE_FAMILIAR,1969.0,5.0,150.0,9.1,4.6,4.2,5.3,120.0,68.0,1545.0,4638.0,430.0,40969,5.0,205.0,1741.0,1865.0
COMMON.COLOR_WHITE,1,50571481,44000,VOLVO,48,Huelva,21,VOLVO XC60 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,VOLVO,48,XC60,900.0,36900,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.2,5.0,4.4,5.9,131.0,55.0,1658.0,4688.0,505.0,42700,5.0,190.0,1764.0,1902.0
COMMON.COLOR_WHITE,1,51217283,86088,VOLVO,48,Valencia,46,VOLVO V40 2.0 D2 Kinetic 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,VOLVO,48,V40,285.0,14999,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.5,3.2,4.1,91.0,62.0,1439.0,4369.0,335.0,25650,5.0,190.0,1561.0,1802.0
COMMON.COLOR_GRAY,1,51367150,112000,VOLVO,48,Valencia,46,VOLVO V40 1.6 D2 RDesign Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,VOLVO,48,V40,285.0,9600,profesional,BODY_TYPE_SEDAN,1560.0,5.0,115.0,11.9,3.4,3.1,3.8,88.0,52.0,1439.0,4369.0,335.0,28725,5.0,190.0,1471.0,1802.0
COMMON.COLOR_BROWN,1,51367051,140000,VOLVO,48,Ciudad Real,13,VOLVO V40 Cross Country 2.0 D3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V40 Cross Country,1050.0,15990,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.5,3.8,3.5,4.4,99.0,62.0,1470.0,4370.0,324.0,30250,5.0,210.0,1575.0,1802.0
COMMON.COLOR_WHITE,1,51016974,73412,VOLVO,48,Valencia,46,VOLVO XC40 2.0 D4 AWD Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,XC40,1233.0,30699,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,7.9,5.0,4.7,5.7,133.0,54.0,1652.0,4425.0,432.0,39400,5.0,210.0,1823.0,1863.0
COMMON.COLOR_GRAY,1,51064442,94150,VOLVO,48,Madrid,28,VOLVO XC60 2.0 D3 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,VOLVO,48,XC60,900.0,25490,profesional,BODY_TYPE_4X4,1969.0,5.0,150.0,10.0,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,41189,5.0,190.0,1832.0,1891.0
COMMON.COLOR_WHITE,1,51256507,23160,VOLVO,48,Valencia,46,VOLVO V40 2.0 D2 Momentum 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,VOLVO,48,V40,285.0,20199,profesional,BODY_TYPE_SEDAN,1969.0,5.0,120.0,10.5,3.4,3.2,3.7,89.0,40.0,1439.0,4369.0,335.0,27568,5.0,190.0,1561.0,1802.0
COMMON.COLOR_BROWN,1,51366732,103200,VOLVO,48,A Coruña,15,VOLVO XC60 2.0 D4 Momentum Auto 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,VOLVO,48,XC60,900.0,23600,profesional,BODY_TYPE_4X4,1969.0,5.0,190.0,8.1,4.7,4.3,5.5,124.0,70.0,1713.0,4644.0,495.0,45278,5.0,210.0,1865.0,1891.0
COMMON.COLOR_WHITE,2,51212964,51000,VOLVO,48,Barcelona,8,VOLVO XC40 1.5 T3 Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,VOLVO,48,XC40,1233.0,29900,profesional,BODY_TYPE_4X4,1477.0,5.0,163.0,9.4,6.2,5.4,7.6,142.0,54.0,1652.0,4425.0,432.0,34913,5.0,200.0,1645.0,1863.0
COMMON.COLOR_BLUE,1,50917087,149000,VOLVO,48,Madrid,28,VOLVO V40 2.0 D3 RDesign Momentum 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,VOLVO,48,V40,285.0,16450,profesional,BODY_TYPE_SEDAN,1969.0,5.0,150.0,8.4,3.8,3.5,4.4,99.0,62.0,1439.0,4369.0,335.0,30825,5.0,210.0,1561.0,1802.0
